Element;Categorie;Sous_categorie;Phase;Propriété;IFC_Reference;Revit_Param;Requis
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;ePset_FireSuppressionTerminalTypeCommon.Status;-;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_FireSuppressionTerminalTypeCommon.Status;Phase Created;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_FireSuppressionTerminalTypeCommon.Status;Phase Created;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_FireSuppressionTerminalTypeCommon.Status;Phase Created;Oui
Armoire protection incendie;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_FireSuppressionTerminalTypeCommon.Status;Phase Created;Oui
Armoire protection incendie;Documentation;Descriptifs;APD;Prescriptions;;;Oui
Armoire protection incendie;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Armoire protection incendie;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Protocole de mesure;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Protocole de mesure;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Armoire protection incendie;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Armoire protection incendie;Documentation;Plans et schémas;APD;Schéma d'emprise;;;Oui
Armoire protection incendie;Documentation;Plans et schémas;PDE;Schéma unifilaire;;;Oui
Armoire protection incendie;Documentation;Plans et schémas;EXE;Schéma unifilaire;;;Oui
Armoire protection incendie;Documentation;Plans et schémas;EXP;Schéma unifilaire;;;Oui
Armoire protection incendie;Documentation;Plans et schémas;APD;Performances à atteindre;;;Oui
Armoire protection incendie;Classification;Uniformat II 2010;Toutes;D4030.10 – Fire Protection Cabinets;;;Oui
Armoire protection incendie;Classification;DIN276;Toutes;KG474 – Feuerlöschanlagen;;;Oui
Ascenseur;Classe et type IFC;Types IFC;Toutes;Ascenseur;IfcTransportElement.ELEVATOR;Vertical Circulation [BIMids Classification:Lift];Oui
Ascenseur;Géométrie;Exigences minima;APD;Volume intervention maintenance;;;Oui
Ascenseur;Géométrie;Exigences minima;PDE;Volume intervention maintenance;;;Oui
Ascenseur;Géométrie;Exigences minima;EXE;Volume intervention maintenance;;;Oui
Ascenseur;Géométrie;Exigences minima;EXP;Volume intervention maintenance;;;Oui
Ascenseur;Géométrie;Exigences minima;APD;Locaux techniques - dimensions;;;Oui
Ascenseur;Géométrie;Exigences minima;PDE;Locaux techniques - dimensions;;;Oui
Ascenseur;Géométrie;Exigences minima;EXE;Locaux techniques - dimensions;;;Oui
Ascenseur;Géométrie;Exigences minima;EXP;Locaux techniques - dimensions;;;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Statut de rénovation (Archicad) ;Pset_TransportElementCommon.Status;-;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) ;Pset_TransportElementCommon.Status;-;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) ;Pset_TransportElementCommon.Status;-;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) ;Pset_TransportElementCommon.Status;-;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;Pset_TransportElementCommon.Status;-;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcTransportElementType.PredefinedType;Type IFC Predefined Type;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Type IFC personnalisé ;IfcObject.ObjectType;Objecttype;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APS;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Ascenseur;Informations alphanumériques;Niveau objet;APD;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Ascenseur;Informations alphanumériques;Niveau objet;PDE;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXE;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Statut ;ePset_TransportElementCommon.Status;Phase Created;Oui
Ascenseur;Informations alphanumériques;Niveau objet;EXP;Est extérieur (Archicad) ;Pset_TransportElementCommon.IsExternal;;Oui
Ascenseur;Documentation;Descriptifs;APD;Prescriptions;;;Oui
Ascenseur;Documentation;Descriptifs;PDE;Prescriptions;;;Oui
Ascenseur;Documentation;Descriptifs;EXE;Prescriptions;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Fiche technique;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Fiche technique;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Notice de montage;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Notice de montage;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Notice de maintenance;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Notice de maintenance;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXE;Carnet d'entretien;;;Oui
Ascenseur;Documentation;Maintenance et fiches techniques;EXP;Carnet d'entretien;;;Oui
Ascenseur;Documentation;Plans et schémas;APD;Schéma d'emprise;;;Oui
Ascenseur;Classification;Uniformat II 2010;Toutes;D1010.10 – Elevators;;;Oui
Ascenseur;Classification;DIN276;Toutes;KG461 – Aufzugsanlagen;;;Oui
Bâtiment;Classe et type IFC;Types IFC;Toutes;Bâtiment;IfcBuilding;Project Information;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Nom objet ;IfcRoot.Name;IfcName;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Nom objet ;IfcRoot.Name;IfcName;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Nom objet ;IfcRoot.Name;IfcName;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Nom objet ;IfcRoot.Name;IfcName;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Nom objet ;IfcRoot.Name;IfcName;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Destination du bâtiment ;Pset_BuildingCommon.OccupancyType;Occupancy type;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Destination du bâtiment ;Pset_BuildingCommon.OccupancyType;Occupancy type;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Destination du bâtiment ;Pset_BuildingCommon.OccupancyType;Occupancy type;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Destination du bâtiment ;Pset_BuildingCommon.OccupancyType;Occupancy type;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Destination du bâtiment ;Pset_BuildingCommon.OccupancyType;Occupancy type;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Pays ;ePset_Address.Country1;Country;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Pays ;ePset_Address.Country1;Country;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Pays ;ePset_Address.Country1;Country;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Pays ;ePset_Address.Country1;Country;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Pays ;ePset_Address.Country1;Country;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Ville ;ePset_Address.Town1;Town;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Ville ;ePset_Address.Town1;Town;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Ville ;ePset_Address.Town1;Town;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Ville ;ePset_Address.Town1;Town;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Ville ;ePset_Address.Town1;Town;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Code postal ;ePset_Address.PostalCode1;Postal code;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Code postal ;ePset_Address.PostalCode1;Postal code;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Code postal ;ePset_Address.PostalCode1;Postal code;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Code postal ;ePset_Address.PostalCode1;Postal code;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Code postal ;ePset_Address.PostalCode1;Postal code;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Rue et numéro ;ePset_Address.AddressLines1;Street name and nr;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Rue et numéro ;ePset_Address.AddressLines1;Street name and nr;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Rue et numéro ;ePset_Address.AddressLines1;Street name and nr;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Rue et numéro ;ePset_Address.AddressLines1;Street name and nr;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Rue et numéro ;ePset_Address.AddressLines1;Street name and nr;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APS;Est classé ;Pset_BuildingCommon.IsLandmarked;IsLandmarked;Oui
Bâtiment;Informations alphanumériques;Niveau objet;APD;Est classé ;Pset_BuildingCommon.IsLandmarked;IsLandmarked;Oui
Bâtiment;Informations alphanumériques;Niveau objet;PDE;Est classé ;Pset_BuildingCommon.IsLandmarked;IsLandmarked;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXE;Est classé ;Pset_BuildingCommon.IsLandmarked;IsLandmarked;Oui
Bâtiment;Informations alphanumériques;Niveau objet;EXP;Est classé ;Pset_BuildingCommon.IsLandmarked;IsLandmarked;Oui
Bâtiment;Documentation;Plans et schémas;APS;Schéma des espaces;;;Oui
Bâtiment;Documentation;Plans et schémas;APS;Plan de mesurage;;;Oui
Bâtiment;Documentation;Plans et schémas;APD;Plan de mesurage;;;Oui
Bâtiment;Documentation;Plans et schémas;PDE;Plan de mesurage;;;Oui
Bâtiment;Documentation;Plans et schémas;EXE;Plan de mesurage;;;Oui
Bâtiment;Documentation;Plans et schémas;EXP;Plan de mesurage;;;Oui
Bâtiment;Documentation;Plans et schémas;APS;Nomenclature des pièces;;;Oui
Bâtiment;Documentation;Plans et schémas;APD;Nomenclature des pièces;;;Oui
Bâtiment;Documentation;Plans et schémas;PDE;Nomenclature des pièces;;;Oui
Bâtiment;Documentation;Plans et schémas;EXE;Nomenclature des pièces;;;Oui
Bâtiment;Documentation;Plans et schémas;EXP;Nomenclature des pièces;;;Oui
Bâtiment;Documentation;Plans et schémas;APD;Surcharges d’exploitation;;;Oui
Bâtiment;Documentation;Plans et schémas;PDE;Surcharges d’exploitation;;;Oui
Bâtiment;Documentation;Plans et schémas;EXE;Surcharges d’exploitation;;;Oui
Bâtiment;Documentation;Plans et schémas;EXP;Surcharges d’exploitation;;;Oui
Borne incendie;Informations alphanumériques;Niveau objet;APD;Statut de rénovation (Archicad) ;ePset_FireSuppressionTerminalTypeCommon.Status;-;Oui
Borne incendie;Informations alphanumériques;Niveau objet;PDE;Statut de rénovation (Archicad) ;ePset_FireSuppressionTerminalTypeCommon.Status;-;Oui
Borne incendie;Informations alphanumériques;Niveau objet;EXE;Statut de rénovation (Archicad) ;ePset_FireSuppressionTerminalTypeCommon.Status;-;Oui
Borne incendie;Informations alphanumériques;Niveau objet;EXP;Statut de rénovation (Archicad) ;ePset_FireSuppressionTerminalTypeCommon.Status;-;Oui
Borne incendie;Informations alphanumériques;Niveau objet;APD;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Borne incendie;Informations alphanumériques;Niveau objet;PDE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Borne incendie;Informations alphanumériques;Niveau objet;EXE;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Borne incendie;Informations alphanumériques;Niveau objet;EXP;Classe IFC ;IFC Class;Export Type to IFC As;Oui
Borne incendie;Informations alphanumériques;Niveau objet;APD;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Borne incendie;Informations alphanumériques;Niveau objet;PDE;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Borne incendie;Informations alphanumériques;Niveau objet;EXE;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
Borne incendie;Informations alphanumériques;Niveau objet;EXP;Type IFC ;IfcFireSuppressionTerminalType.PredefinedType;Type IFC Predefined Type;Oui
